Age,Gender,Department,JobRole,MonthlyIncome,OverTime,YearsAtCompany,MaritalStatus,Attrition,AttritionRiskScore,RiskCategory
51,Female,Sales,Manager,16307,No,20,Married,No,52.5,MEDIUM RISK
44,Male,Research & Development,Healthcare Representative,5933,No,5,Single,No,51.5,MEDIUM RISK
25,Male,Research & Development,Research Scientist,3424,No,4,Single,No,56.5,MEDIUM RISK
33,Male,Sales,Sales Executive,4037,No,9,Divorced,No,56.0,MEDIUM RISK
35,Female,Research & Development,Research Scientist,2559,No,6,Single,No,58.5,MEDIUM RISK
36,Male,Sales,Sales Executive,6201,Yes,18,Married,No,50.5,MEDIUM RISK
32,Male,Sales,Sales Executive,4403,No,5,Divorced,No,47.5,MEDIUM RISK
30,Male,Research & Development,Research Scientist,3761,No,5,Divorced,No,48.0,MEDIUM RISK
53,Female,Sales,Sales Executive,10934,Yes,5,Married,No,50.0,MEDIUM RISK
45,Male,Sales,Sales Executive,10761,Yes,5,Divorced,No,53.5,MEDIUM RISK
32,Female,Research & Development,Research Scientist,5175,No,5,Married,No,50.0,MEDIUM RISK
52,Female,Research & Development,Manufacturing Director,13826,No,9,Married,No,51.5,MEDIUM RISK
37,Male,Sales,Sales Executive,6334,No,1,Divorced,No,48.0,MEDIUM RISK
28,Male,Human Resources,Human Resources,4936,No,5,Divorced,No,49.0,MEDIUM RISK
22,Male,Research & Development,Manufacturing Director,4775,No,2,Married,No,49.5,MEDIUM RISK
44,Male,Research & Development,Laboratory Technician,2818,Yes,3,Married,No,50.5,MEDIUM RISK
42,Male,Research & Development,Research Scientist,2515,Yes,2,Single,No,53.5,MEDIUM RISK
36,Male,Human Resources,Human Resources,2342,No,5,Married,No,54.0,MEDIUM RISK
25,Male,Sales,Sales Executive,4194,Yes,5,Married,No,56.0,MEDIUM RISK
35,Female,Research & Development,Manufacturing Director,10685,Yes,17,Married,No,52.0,MEDIUM RISK
35,Female,Research & Development,Research Scientist,2022,Yes,10,Divorced,Yes,50.0,MEDIUM RISK
32,Male,Research & Development,Laboratory Technician,2314,No,3,Divorced,No,48.5,MEDIUM RISK
25,Male,Sales,Sales Executive,4256,No,5,Married,No,58.5,MEDIUM RISK
49,Female,Research & Development,Research Scientist,3580,No,4,Married,No,57.5,MEDIUM RISK
24,Male,Research & Development,Laboratory Technician,3162,No,5,Married,No,50.0,MEDIUM RISK
32,Male,Sales,Sales Executive,6524,No,10,Married,No,48.5,MEDIUM RISK
38,Male,Sales,Sales Representative,2899,No,2,Married,No,46.0,MEDIUM RISK
42,Female,Research & Development,Laboratory Technician,5231,Yes,5,Married,No,52.0,MEDIUM RISK
31,Male,Research & Development,Research Scientist,2356,Yes,6,Married,No,49.0,MEDIUM RISK
29,Female,Sales,Sales Representative,2800,Yes,3,Divorced,Yes,50.5,MEDIUM RISK
53,Male,Sales,Sales Executive,11836,No,2,Married,No,48.5,MEDIUM RISK
35,Male,Research & Development,Manufacturing Director,10903,No,13,Married,No,54.0,MEDIUM RISK
37,Female,Sales,Sales Representative,2973,No,5,Married,No,51.0,MEDIUM RISK
53,Female,Research & Development,Research Director,14275,No,12,Single,No,54.5,MEDIUM RISK
43,Female,Research & Development,Healthcare Representative,5562,No,5,Married,No,51.5,MEDIUM RISK
47,Female,Sales,Sales Executive,4537,Yes,7,Married,No,48.5,MEDIUM RISK
37,Male,Sales,Sales Executive,7642,Yes,10,Single,No,47.0,MEDIUM RISK
50,Male,Research & Development,Manager,17924,No,31,Divorced,No,52.5,MEDIUM RISK
39,Female,Human Resources,Human Resources,5204,No,5,Married,No,49.0,MEDIUM RISK
33,Male,Human Resources,Human Resources,2277,Yes,4,Divorced,No,47.5,MEDIUM RISK
32,Male,Research & Development,Laboratory Technician,2795,Yes,1,Single,Yes,49.5,MEDIUM RISK
29,Female,Research & Development,Laboratory Technician,2532,No,4,Divorced,No,49.0,MEDIUM RISK
44,Male,Research & Development,Research Scientist,2559,Yes,8,Married,No,59.0,MEDIUM RISK
28,Male,Sales,Sales Executive,4908,No,4,Single,No,47.5,MEDIUM RISK
58,Male,Research & Development,Laboratory Technician,2380,Yes,1,Divorced,Yes,50.5,MEDIUM RISK
43,Female,Research & Development,Manufacturing Director,4765,No,1,Divorced,No,51.5,MEDIUM RISK
20,Female,Sales,Sales Representative,2044,No,2,Single,Yes,48.5,MEDIUM RISK
21,Female,Research & Development,Research Scientist,2693,No,1,Single,Yes,53.5,MEDIUM RISK
36,Male,Research & Development,Healthcare Representative,6586,Yes,16,Married,No,47.5,MEDIUM RISK
47,Female,Sales,Sales Representative,3294,Yes,3,Single,No,51.5,MEDIUM RISK
22,Female,Research & Development,Manufacturing Director,4171,Yes,3,Married,Yes,47.0,MEDIUM RISK
41,Female,Research & Development,Laboratory Technician,2778,Yes,7,Divorced,Yes,54.0,MEDIUM RISK
28,Female,Research & Development,Research Scientist,2377,No,2,Divorced,No,51.5,MEDIUM RISK
39,Male,Research & Development,Laboratory Technician,2404,Yes,2,Married,Yes,58.5,MEDIUM RISK
27,Female,Research & Development,Research Scientist,2318,No,1,Single,No,52.5,MEDIUM RISK
34,Male,Research & Development,Laboratory Technician,2008,No,1,Divorced,No,47.5,MEDIUM RISK
42,Female,Sales,Sales Executive,6244,No,5,Single,No,51.0,MEDIUM RISK
33,Male,Research & Development,Research Scientist,2799,Yes,3,Single,No,58.0,MEDIUM RISK
58,Female,Research & Development,Healthcare Representative,10552,Yes,6,Divorced,No,51.0,MEDIUM RISK
31,Male,Sales,Sales Representative,2329,No,7,Married,No,53.0,MEDIUM RISK
35,Female,Research & Development,Healthcare Representative,4014,Yes,10,Married,No,50.0,MEDIUM RISK
49,Female,Research & Development,Laboratory Technician,7403,No,26,Married,No,51.0,MEDIUM RISK
48,Male,Research & Development,Research Scientist,2259,No,0,Married,No,50.0,MEDIUM RISK
31,Female,Sales,Sales Executive,6932,No,9,Married,No,51.0,MEDIUM RISK
36,Male,Research & Development,Research Scientist,4678,No,6,Single,No,51.5,MEDIUM RISK
38,Female,Research & Development,Research Director,13582,No,15,Married,No,56.5,MEDIUM RISK
32,Female,Research & Development,Laboratory Technician,2332,No,3,Married,No,51.5,MEDIUM RISK
25,Male,Sales,Sales Representative,2413,Yes,1,Married,Yes,47.5,MEDIUM RISK
40,Male,Sales,Sales Executive,9705,No,1,Divorced,No,50.0,MEDIUM RISK
26,Male,Sales,Sales Executive,4294,No,7,Single,No,57.0,MEDIUM RISK
41,Male,Research & Development,Laboratory Technician,4721,Yes,18,Single,No,58.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,2519,No,11,Single,No,52.0,MEDIUM RISK
19,Male,Sales,Sales Representative,2121,Yes,1,Single,Yes,50.5,MEDIUM RISK
20,Male,Research & Development,Laboratory Technician,2973,No,1,Single,Yes,60.5,HIGH RISK
31,Female,Research & Development,Healthcare Representative,5855,Yes,9,Married,No,48.5,MEDIUM RISK
40,Male,Research & Development,Research Scientist,3617,Yes,1,Divorced,No,51.0,MEDIUM RISK
32,Female,Research & Development,Manufacturing Director,6725,No,8,Married,No,57.5,MEDIUM RISK
36,Male,Sales,Sales Executive,10325,Yes,16,Married,Yes,48.5,MEDIUM RISK
33,Female,Research & Development,Healthcare Representative,6949,No,5,Single,No,49.0,MEDIUM RISK
37,Male,Sales,Sales Executive,10609,No,14,Married,Yes,53.5,MEDIUM RISK
45,Male,Research & Development,Laboratory Technician,4447,No,9,Married,No,48.5,MEDIUM RISK
29,Female,Sales,Sales Representative,2157,No,3,Married,No,50.5,MEDIUM RISK
35,Female,Sales,Sales Executive,4601,No,5,Married,No,51.0,MEDIUM RISK
52,Male,Research & Development,Manager,17099,No,9,Married,No,50.5,MEDIUM RISK
58,Male,Research & Development,Research Scientist,2479,No,1,Single,Yes,54.0,MEDIUM RISK
53,Male,Sales,Manager,14852,No,17,Divorced,No,48.5,MEDIUM RISK
30,Male,Sales,Sales Executive,7264,No,8,Divorced,No,49.5,MEDIUM RISK
38,Female,Sales,Sales Executive,5666,Yes,5,Single,No,51.5,MEDIUM RISK
35,Male,Sales,Sales Executive,7823,No,10,Divorced,No,48.0,MEDIUM RISK
39,Male,Sales,Sales Executive,7880,No,8,Single,No,46.5,MEDIUM RISK
40,Female,Sales,Sales Executive,13194,Yes,1,Single,Yes,51.5,MEDIUM RISK
47,Male,Research & Development,Manufacturing Director,5067,Yes,19,Divorced,No,51.0,MEDIUM RISK
36,Male,Sales,Sales Executive,5079,No,7,Divorced,No,47.5,MEDIUM RISK
31,Male,Research & Development,Research Scientist,2321,Yes,3,Single,Yes,58.5,MEDIUM RISK
33,Male,Sales,Manager,17444,No,10,Single,No,51.5,MEDIUM RISK
29,Female,Research & Development,Research Scientist,2404,Yes,0,Single,Yes,59.0,MEDIUM RISK
33,Female,Research & Development,Research Scientist,3452,No,3,Single,No,52.5,MEDIUM RISK
45,Female,Research & Development,Laboratory Technician,2270,No,5,Divorced,No,50.5,MEDIUM RISK
50,Male,Research & Development,Research Director,17399,No,5,Divorced,No,50.0,MEDIUM RISK
33,Female,Research & Development,Healthcare Representative,5488,Yes,6,Married,No,50.5,MEDIUM RISK
41,Male,Research & Development,Research Director,19419,No,18,Divorced,No,49.0,MEDIUM RISK
27,Female,Research & Development,Laboratory Technician,2811,No,2,Married,No,51.5,MEDIUM RISK
45,Male,Research & Development,Laboratory Technician,3633,Yes,9,Married,No,56.0,MEDIUM RISK
47,Female,Sales,Sales Executive,4163,Yes,9,Single,No,48.5,MEDIUM RISK
30,Female,Research & Development,Research Scientist,2132,Yes,5,Married,Yes,52.0,MEDIUM RISK
50,Male,Research & Development,Manufacturing Director,13973,Yes,12,Married,No,49.5,MEDIUM RISK
38,Male,Research & Development,Research Scientist,2684,No,2,Married,No,52.0,MEDIUM RISK
46,Male,Research & Development,Manufacturing Director,10845,No,8,Divorced,No,47.5,MEDIUM RISK
24,Female,Research & Development,Manufacturing Director,4377,No,4,Divorced,No,48.5,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,3743,Yes,4,Divorced,Yes,47.0,MEDIUM RISK
31,Female,Research & Development,Manufacturing Director,4148,No,4,Married,No,58.0,MEDIUM RISK
18,Male,Research & Development,Research Scientist,1051,No,0,Single,No,52.5,MEDIUM RISK
54,Female,Research & Development,Manufacturing Director,10739,No,10,Married,No,50.5,MEDIUM RISK
35,Female,Research & Development,Healthcare Representative,10388,Yes,16,Divorced,No,51.5,MEDIUM RISK
30,Female,Research & Development,Research Director,11416,Yes,8,Married,No,54.5,MEDIUM RISK
20,Female,Research & Development,Research Scientist,2600,Yes,1,Single,Yes,62.0,HIGH RISK
30,Female,Research & Development,Laboratory Technician,2422,No,3,Single,Yes,51.5,MEDIUM RISK
26,Male,Research & Development,Manufacturing Director,5472,No,8,Married,No,50.5,MEDIUM RISK
22,Male,Research & Development,Laboratory Technician,2451,No,4,Married,No,56.5,MEDIUM RISK
48,Male,Research & Development,Healthcare Representative,4240,No,2,Single,No,54.5,MEDIUM RISK
48,Male,Research & Development,Healthcare Representative,10999,No,15,Single,No,51.5,MEDIUM RISK
41,Female,Research & Development,Manufacturing Director,5003,No,2,Single,No,52.0,MEDIUM RISK
39,Female,Research & Development,Manufacturing Director,12742,No,21,Married,No,51.5,MEDIUM RISK
27,Female,Research & Development,Manufacturing Director,4227,No,3,Married,No,49.0,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,3917,No,3,Divorced,No,48.5,MEDIUM RISK
42,Male,Sales,Manager,18303,No,1,Married,No,50.0,MEDIUM RISK
50,Male,Research & Development,Laboratory Technician,2380,No,1,Married,No,51.5,MEDIUM RISK
59,Female,Research & Development,Manufacturing Director,13726,Yes,5,Single,No,53.0,MEDIUM RISK
37,Female,Research & Development,Healthcare Representative,4777,No,1,Married,Yes,53.0,MEDIUM RISK
55,Male,Research & Development,Healthcare Representative,6385,Yes,8,Married,No,48.0,MEDIUM RISK
41,Female,Research & Development,Research Director,19973,No,21,Divorced,No,50.0,MEDIUM RISK
38,Male,Sales,Sales Executive,6861,Yes,1,Single,No,50.5,MEDIUM RISK
26,Male,Sales,Sales Executive,4969,No,2,Single,Yes,56.5,MEDIUM RISK
52,Female,Sales,Manager,19845,No,32,Married,Yes,50.5,MEDIUM RISK
44,Female,Sales,Sales Executive,13320,Yes,12,Married,No,52.0,MEDIUM RISK
50,Female,Sales,Sales Executive,6347,No,18,Married,No,48.0,MEDIUM RISK
36,Female,Research & Development,Laboratory Technician,2743,No,17,Single,Yes,57.5,MEDIUM RISK
39,Female,Research & Development,Manufacturing Director,10880,Yes,21,Single,No,58.0,MEDIUM RISK
33,Female,Sales,Sales Representative,2342,No,2,Single,No,49.0,MEDIUM RISK
45,Female,Sales,Manager,17650,No,9,Married,No,51.5,MEDIUM RISK
32,Female,Research & Development,Laboratory Technician,4025,No,8,Single,No,53.5,MEDIUM RISK
34,Male,Sales,Sales Executive,9725,No,15,Divorced,No,48.0,MEDIUM RISK
59,Male,Sales,Manager,11904,Yes,6,Married,No,50.0,MEDIUM RISK
45,Male,Human Resources,Human Resources,2177,No,6,Single,No,51.5,MEDIUM RISK
53,Female,Sales,Sales Executive,7525,No,15,Married,No,52.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,4834,No,1,Divorced,Yes,49.5,MEDIUM RISK
26,Male,Research & Development,Research Scientist,2042,Yes,3,Married,Yes,55.0,MEDIUM RISK
34,Female,Sales,Sales Representative,2220,Yes,1,Married,No,52.5,MEDIUM RISK
28,Male,Sales,Sales Representative,1052,No,1,Married,No,50.5,MEDIUM RISK
38,Male,Research & Development,Research Scientist,2821,No,2,Married,No,50.0,MEDIUM RISK
50,Male,Research & Development,Research Director,19237,Yes,8,Married,No,52.0,MEDIUM RISK
37,Female,Research & Development,Healthcare Representative,4107,No,4,Single,No,51.0,MEDIUM RISK
40,Male,Sales,Sales Executive,8396,No,7,Married,No,54.5,MEDIUM RISK
26,Female,Research & Development,Research Scientist,2007,No,5,Divorced,No,50.0,MEDIUM RISK
46,Male,Research & Development,Research Director,19627,No,2,Divorced,No,52.5,MEDIUM RISK
54,Female,Sales,Sales Executive,10686,No,9,Married,No,51.5,MEDIUM RISK
56,Female,Research & Development,Research Scientist,2942,No,5,Married,No,51.0,MEDIUM RISK
36,Female,Research & Development,Manufacturing Director,8858,No,14,Single,No,50.5,MEDIUM RISK
55,Male,Research & Development,Manager,16756,No,9,Single,No,56.0,MEDIUM RISK
43,Male,Sales,Sales Executive,10798,No,1,Divorced,No,49.0,MEDIUM RISK
20,Female,Sales,Sales Representative,2323,Yes,2,Single,Yes,48.0,MEDIUM RISK
21,Female,Research & Development,Laboratory Technician,1416,No,1,Single,Yes,63.0,HIGH RISK
46,Female,Research & Development,Research Scientist,4615,Yes,16,Divorced,No,56.5,MEDIUM RISK
51,Male,Research & Development,Research Scientist,2461,Yes,10,Married,Yes,50.0,MEDIUM RISK
28,Male,Research & Development,Healthcare Representative,8722,No,10,Single,Yes,58.0,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,3955,No,5,Married,No,56.5,MEDIUM RISK
30,Male,Research & Development,Manufacturing Director,9957,No,6,Married,No,55.5,MEDIUM RISK
41,Female,Research & Development,Research Scientist,3376,No,10,Married,No,49.5,MEDIUM RISK
38,Female,Research & Development,Healthcare Representative,8823,No,19,Married,No,49.5,MEDIUM RISK
40,Male,Research & Development,Healthcare Representative,10322,No,11,Married,No,48.5,MEDIUM RISK
27,Male,Research & Development,Laboratory Technician,4621,No,3,Married,No,46.0,MEDIUM RISK
55,Male,Research & Development,Manufacturing Director,10976,No,3,Married,No,48.0,MEDIUM RISK
28,Female,Research & Development,Research Scientist,3660,No,8,Single,No,52.0,MEDIUM RISK
44,Male,Human Resources,Human Resources,10482,No,20,Married,Yes,55.0,MEDIUM RISK
33,Male,Research & Development,Healthcare Representative,7119,No,3,Divorced,No,48.5,MEDIUM RISK
35,Male,Sales,Sales Executive,9582,Yes,8,Single,Yes,55.0,MEDIUM RISK
33,Female,Research & Development,Research Scientist,4508,No,13,Single,Yes,51.5,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,2207,No,4,Divorced,No,48.0,MEDIUM RISK
34,Male,Research & Development,Healthcare Representative,7756,No,6,Single,No,48.5,MEDIUM RISK
37,Female,Sales,Sales Executive,6694,Yes,1,Divorced,No,50.5,MEDIUM RISK
25,Male,Research & Development,Laboratory Technician,3691,Yes,7,Married,Yes,49.0,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,2377,No,1,Divorced,Yes,55.0,MEDIUM RISK
33,Male,Research & Development,Research Scientist,2313,Yes,2,Single,Yes,55.0,MEDIUM RISK
42,Male,Research & Development,Manager,17665,No,22,Married,No,52.0,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,2596,No,1,Divorced,Yes,51.0,MEDIUM RISK
50,Male,Sales,Sales Executive,4728,Yes,0,Single,Yes,51.5,MEDIUM RISK
33,Female,Sales,Sales Executive,4302,No,3,Married,No,48.0,MEDIUM RISK
34,Male,Research & Development,Research Scientist,2979,No,0,Married,No,49.0,MEDIUM RISK
48,Male,Research & Development,Manager,16885,No,5,Single,No,51.5,MEDIUM RISK
45,Female,Sales,Sales Executive,5593,No,15,Married,No,51.0,MEDIUM RISK
52,Male,Research & Development,Healthcare Representative,10445,No,8,Single,No,52.0,MEDIUM RISK
38,Male,Sales,Sales Executive,8740,Yes,8,Divorced,No,46.0,MEDIUM RISK
29,Female,Research & Development,Research Scientist,2514,No,7,Divorced,No,52.5,MEDIUM RISK
28,Female,Research & Development,Manufacturing Director,7655,No,9,Divorced,No,48.5,MEDIUM RISK
46,Male,Sales,Manager,17465,No,12,Married,No,48.0,MEDIUM RISK
38,Male,Sales,Sales Executive,7351,No,1,Single,No,50.0,MEDIUM RISK
43,Female,Research & Development,Manufacturing Director,10820,No,8,Married,No,57.5,MEDIUM RISK
39,Male,Research & Development,Healthcare Representative,12169,No,18,Divorced,Yes,47.5,MEDIUM RISK
40,Male,Research & Development,Research Director,19626,No,20,Single,No,53.5,MEDIUM RISK
21,Female,Research & Development,Research Scientist,2070,Yes,2,Single,No,50.5,MEDIUM RISK
39,Male,Research & Development,Laboratory Technician,6782,No,5,Single,No,49.5,MEDIUM RISK
36,Male,Research & Development,Manufacturing Director,7779,No,11,Single,No,54.5,MEDIUM RISK
31,Male,Sales,Sales Representative,2791,No,2,Married,No,47.0,MEDIUM RISK
28,Male,Research & Development,Research Scientist,3201,No,5,Married,No,51.0,MEDIUM RISK
35,Male,Sales,Sales Executive,4968,No,5,Divorced,No,47.0,MEDIUM RISK
49,Male,Sales,Sales Executive,13120,No,9,Married,No,48.5,MEDIUM RISK
34,Male,Research & Development,Manufacturing Director,4033,No,3,Single,No,50.0,MEDIUM RISK
29,Female,Research & Development,Research Scientist,3291,No,7,Divorced,No,48.5,MEDIUM RISK
42,Male,Research & Development,Laboratory Technician,4272,No,1,Single,No,52.0,MEDIUM RISK
29,Male,Research & Development,Manufacturing Director,5056,Yes,10,Married,No,49.5,MEDIUM RISK
38,Male,Human Resources,Human Resources,2844,No,7,Married,No,50.5,MEDIUM RISK
28,Male,Research & Development,Research Scientist,2703,Yes,3,Divorced,No,49.0,MEDIUM RISK
18,Male,Research & Development,Laboratory Technician,1904,No,0,Single,Yes,55.5,MEDIUM RISK
33,Female,Sales,Sales Executive,8224,Yes,5,Single,Yes,55.0,MEDIUM RISK
41,Male,Research & Development,Laboratory Technician,4766,Yes,1,Married,No,50.5,MEDIUM RISK
31,Male,Research & Development,Laboratory Technician,2610,No,2,Married,Yes,48.0,MEDIUM RISK
37,Female,Research & Development,Healthcare Representative,5731,No,6,Divorced,No,50.5,MEDIUM RISK
27,Male,Research & Development,Research Scientist,2539,No,4,Married,No,51.5,MEDIUM RISK
34,Female,Sales,Sales Executive,5714,No,6,Married,No,53.0,MEDIUM RISK
35,Male,Human Resources,Human Resources,4323,No,5,Single,No,51.0,MEDIUM RISK
29,Female,Sales,Sales Executive,7336,No,11,Married,Yes,58.5,MEDIUM RISK
40,Female,Research & Development,Research Director,13499,No,18,Single,No,52.5,MEDIUM RISK
42,Male,Sales,Sales Executive,13758,Yes,21,Single,Yes,54.5,MEDIUM RISK
42,Male,Sales,Sales Executive,5155,No,6,Single,No,56.5,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,2258,No,8,Married,No,52.0,MEDIUM RISK
24,Male,Research & Development,Laboratory Technician,3597,No,4,Single,No,52.0,MEDIUM RISK
28,Female,Research & Development,Laboratory Technician,2515,Yes,1,Married,Yes,52.0,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,4420,No,8,Married,No,49.5,MEDIUM RISK
30,Male,Sales,Sales Executive,6578,No,10,Married,No,49.0,MEDIUM RISK
40,Female,Research & Development,Research Scientist,4422,Yes,1,Married,No,51.5,MEDIUM RISK
35,Male,Research & Development,Manufacturing Director,10274,No,7,Divorced,No,49.5,MEDIUM RISK
34,Male,Research & Development,Healthcare Representative,5343,No,13,Single,No,54.0,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,2376,No,2,Married,No,48.5,MEDIUM RISK
43,Female,Sales,Sales Executive,5346,No,4,Single,Yes,52.5,MEDIUM RISK
32,Female,Sales,Sales Representative,2827,No,1,Divorced,No,58.5,MEDIUM RISK
56,Female,Research & Development,Manager,19943,No,5,Divorced,No,56.0,MEDIUM RISK
29,Female,Research & Development,Laboratory Technician,3131,No,10,Married,No,50.0,MEDIUM RISK
19,Male,Research & Development,Research Scientist,2552,No,1,Single,No,60.0,HIGH RISK
45,Female,Research & Development,Research Scientist,4477,Yes,3,Married,No,52.0,MEDIUM RISK
37,Female,Research & Development,Manufacturing Director,6474,No,14,Married,No,51.5,MEDIUM RISK
20,Male,Research & Development,Laboratory Technician,3033,No,2,Single,No,54.0,MEDIUM RISK
44,Male,Research & Development,Research Scientist,2936,Yes,6,Single,Yes,48.5,MEDIUM RISK
53,Female,Research & Development,Manager,18606,No,7,Divorced,No,51.0,MEDIUM RISK
29,Female,Research & Development,Research Scientist,2168,Yes,5,Married,No,48.5,MEDIUM RISK
22,Male,Research & Development,Research Scientist,2853,Yes,0,Married,Yes,49.5,MEDIUM RISK
46,Female,Sales,Manager,17048,No,26,Married,No,58.0,MEDIUM RISK
44,Male,Research & Development,Research Scientist,2290,No,0,Single,No,52.5,MEDIUM RISK
33,Male,Human Resources,Human Resources,3600,No,5,Married,No,48.5,MEDIUM RISK
41,Male,Research & Development,Research Scientist,2107,No,1,Divorced,Yes,61.0,HIGH RISK
30,Male,Sales,Sales Executive,4115,No,4,Divorced,No,52.0,MEDIUM RISK
40,Male,Sales,Sales Executive,4327,No,0,Married,No,48.0,MEDIUM RISK
50,Female,Research & Development,Manager,17856,No,2,Married,No,56.0,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,3196,No,6,Married,No,55.0,MEDIUM RISK
46,Male,Research & Development,Research Director,19081,No,4,Married,No,47.5,MEDIUM RISK
35,Male,Sales,Sales Executive,8966,Yes,7,Married,No,54.0,MEDIUM RISK
24,Female,Research & Development,Laboratory Technician,2210,No,1,Married,Yes,52.0,MEDIUM RISK
33,Female,Sales,Sales Executive,4539,No,10,Married,No,50.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,2741,No,7,Divorced,No,49.0,MEDIUM RISK
30,Male,Research & Development,Laboratory Technician,3491,No,10,Divorced,No,48.5,MEDIUM RISK
44,Male,Research & Development,Research Scientist,4541,No,20,Single,No,50.5,MEDIUM RISK
20,Male,Sales,Sales Representative,2678,No,2,Single,No,51.5,MEDIUM RISK
46,Male,Research & Development,Manufacturing Director,7379,No,6,Divorced,No,49.0,MEDIUM RISK
42,Male,Human Resources,Human Resources,6272,No,4,Married,No,53.5,MEDIUM RISK
60,Male,Sales,Sales Executive,5220,Yes,11,Divorced,No,47.5,MEDIUM RISK
32,Female,Research & Development,Laboratory Technician,2743,No,2,Married,No,50.5,MEDIUM RISK
32,Female,Research & Development,Research Scientist,4998,Yes,8,Single,No,50.5,MEDIUM RISK
36,Female,Research & Development,Manufacturing Director,10252,Yes,7,Divorced,No,57.5,MEDIUM RISK
33,Male,Research & Development,Research Scientist,2781,No,14,Married,No,47.5,MEDIUM RISK
40,Female,Sales,Sales Executive,6852,No,5,Divorced,No,52.0,MEDIUM RISK
25,Male,Sales,Sales Executive,4950,No,4,Single,No,48.5,MEDIUM RISK
30,Male,Research & Development,Research Scientist,3579,Yes,11,Married,No,47.0,MEDIUM RISK
42,Female,Research & Development,Research Director,13191,Yes,1,Married,No,56.5,MEDIUM RISK
35,Female,Sales,Sales Executive,10377,Yes,13,Married,No,51.5,MEDIUM RISK
27,Male,Research & Development,Research Scientist,2235,Yes,9,Married,No,53.0,MEDIUM RISK
54,Female,Research & Development,Manufacturing Director,10502,No,5,Divorced,No,51.5,MEDIUM RISK
44,Female,Research & Development,Research Scientist,2011,No,10,Married,No,51.0,MEDIUM RISK
19,Female,Research & Development,Research Scientist,1859,Yes,1,Single,Yes,53.0,MEDIUM RISK
29,Female,Research & Development,Research Scientist,3760,No,3,Divorced,No,50.0,MEDIUM RISK
54,Male,Research & Development,Research Director,17779,No,10,Married,No,52.0,MEDIUM RISK
31,Male,Research & Development,Healthcare Representative,6833,Yes,6,Married,No,56.5,MEDIUM RISK
31,Female,Research & Development,Healthcare Representative,6812,No,10,Single,No,57.5,MEDIUM RISK
59,Female,Sales,Sales Executive,5171,No,6,Single,No,50.5,MEDIUM RISK
43,Male,Research & Development,Research Director,19740,No,8,Married,No,48.0,MEDIUM RISK
49,Male,Research & Development,Manager,18711,No,1,Married,No,50.0,MEDIUM RISK
36,Male,Research & Development,Research Scientist,3692,No,11,Married,No,49.5,MEDIUM RISK
48,Male,Research & Development,Laboratory Technician,2559,No,1,Single,No,52.0,MEDIUM RISK
27,Male,Research & Development,Research Scientist,2517,No,5,Divorced,No,47.5,MEDIUM RISK
29,Male,Research & Development,Healthcare Representative,6623,Yes,6,Divorced,No,48.5,MEDIUM RISK
48,Male,Research & Development,Research Director,18265,No,1,Single,No,51.0,MEDIUM RISK
29,Female,Research & Development,Research Director,16124,No,7,Divorced,No,52.0,MEDIUM RISK
34,Female,Research & Development,Research Scientist,2585,No,1,Married,No,49.0,MEDIUM RISK
44,Male,Sales,Manager,18213,No,22,Married,No,48.5,MEDIUM RISK
33,Male,Sales,Sales Executive,8380,Yes,9,Divorced,No,44.5,MEDIUM RISK
19,Female,Research & Development,Research Scientist,2994,Yes,1,Single,No,50.0,MEDIUM RISK
23,Male,Research & Development,Research Scientist,1223,No,1,Married,No,50.5,MEDIUM RISK
25,Male,Sales,Sales Representative,1118,Yes,1,Single,Yes,52.5,MEDIUM RISK
26,Male,Research & Development,Research Scientist,2875,Yes,8,Single,No,51.5,MEDIUM RISK
45,Female,Sales,Manager,18824,Yes,24,Single,Yes,55.5,MEDIUM RISK
55,Male,Research & Development,Healthcare Representative,13577,Yes,33,Divorced,No,49.5,MEDIUM RISK
21,Female,Research & Development,Laboratory Technician,2625,No,2,Single,Yes,51.5,MEDIUM RISK
46,Female,Sales,Manager,18789,No,11,Married,No,51.0,MEDIUM RISK
34,Female,Sales,Sales Executive,4538,Yes,3,Single,No,54.0,MEDIUM RISK
51,Male,Sales,Manager,19847,Yes,29,Divorced,No,48.5,MEDIUM RISK
59,Male,Research & Development,Manufacturing Director,10512,No,9,Single,No,51.5,MEDIUM RISK
34,Female,Research & Development,Laboratory Technician,4444,No,11,Divorced,No,50.5,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,2154,Yes,4,Single,No,46.5,MEDIUM RISK
44,Male,Research & Development,Manager,19190,No,25,Divorced,No,53.0,MEDIUM RISK
34,Male,Human Resources,Human Resources,4490,No,10,Married,No,48.0,MEDIUM RISK
